EDGE2 1 0 -1.082078 -0.007851 -0.009693 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 2 1 -1.026697 0.059006 -0.007450 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 3 2 -1.083593 -0.076320 -0.012128 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 4 3 -1.081267 0.024536 -0.009858 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 5 4 -0.984019 -0.020296 0.050248 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 6 5 -1.020643 0.034546 0.010538 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 7 6 -1.074638 0.001413 -0.000343 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 8 7 -1.030705 0.088901 -0.032878 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 9 8 -1.005294 -0.168131 0.225786 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 10 9 -1.075867 -0.058994 0.165040 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 11 10 -1.036209 -0.097597 0.036032 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 12 11 -0.647785 -0.156502 0.510727 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 13 12 -0.746326 -0.167311 0.549520 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 14 13 -0.927299 -0.018074 0.183105 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 15 14 -0.971871 -0.042307 0.034439 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 16 15 -0.945812 -0.044093 0.021013 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 17 16 -1.150371 0.044695 -0.059406 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 18 17 -1.110739 0.006045 -0.073273 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 19 18 -0.967159 0.052527 0.016142 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
EDGE2 20 19 -1.039655 0.042429 0.029469 20.000000 0.000000 20.000000 100000.000 0.000000 0.000000
